 indx, ityp, x, y, z, t, px, py, pz, e, mass       , vx, vy, vz
      1263        -1   -2.1567    0.5557   -0.0067    0.1240   -0.3560   -1.0321   -0.0248    1.0921    0.0099   -0.2770   -0.9553   -0.0540
      1262         2   -2.1567    0.5557   -0.0067    0.1240   -0.0855   -0.4906   -0.0613    0.5017    0.0056   -0.2770   -0.9553   -0.0540
       159         3   -2.0261    1.7106    0.0896    0.1244    0.5530    1.0875    1.1896    1.7155    0.1990    0.4650    0.4414    0.7201
       160        -1   -2.0261    1.7106    0.0896    0.1244    0.9763    0.3644    1.1788    1.5734    0.0099    0.4650    0.4414    0.7201
       221        -1   -0.3828   -3.4188    0.0525    0.1251   -0.0436   -0.0198   -0.0550    0.0736    0.0099    0.2066    0.8088    0.4194
       220         2   -0.3828   -3.4188    0.0525    0.1251    0.4384    1.5653    0.8563    1.8373    0.0056    0.2066    0.8088    0.4194
       907         2   -1.3651    0.7102   -0.0593    0.1268   -1.4029    0.0033   -0.9626    1.7014    0.0056   -0.8379    0.0564   -0.4675
       908        -2   -1.3651    0.7102   -0.0593    0.1268   -0.2623    0.1089    0.0335    0.2861    0.0056   -0.8379    0.0564   -0.4675
       334        -1    0.1418    3.2347   -0.0039    0.1269    0.1770    0.0887    0.1493    0.2482    0.0099    0.6653   -0.2019   -0.0305
       332        -3    0.1418    3.2347   -0.0039    0.1269   -0.0570    0.1173   -0.0607    0.2455    0.1990    0.6653   -0.2019   -0.0305
       333        -2    0.1418    3.2347   -0.0039    0.1269    0.9136   -0.5198   -0.1360    1.0599    0.0056    0.6653   -0.2019   -0.0305
       904         1   -1.1896    0.7511    0.0859    0.1276    0.2242   -0.1661    0.2381    0.3669    0.0099    0.5421    0.3766    0.6737
       902         1   -1.1896    0.7511    0.0859    0.1276    0.8872    0.7411    1.1768    1.6496    0.0099    0.5421    0.3766    0.6737
       903         2   -1.1896    0.7511    0.0859    0.1276    0.4214    0.4898    0.4899    0.8108    0.0056    0.5421    0.3766    0.6737
      2065         2   -0.5742   -3.3521    0.0202    0.1277   -0.4914    0.1599    0.2764    0.5861    0.0056   -0.3973    0.4630    0.1585
      2064         2   -0.5742   -3.3521    0.0202    0.1277   -0.4091    0.5964   -0.0248    0.7236    0.0056   -0.3973    0.4630    0.1585
      2066         2   -0.5742   -3.3521    0.0202    0.1277    0.2718   -0.0235   -0.0008    0.2729    0.0056   -0.3973    0.4630    0.1585
      1388        -1    3.5732   -2.3555    0.0002    0.1286    0.3575   -0.2496   -0.0495    0.4390    0.0099    0.8624   -0.4980    0.0013
      1387         2    3.5732   -2.3555    0.0002    0.1286    0.9631   -0.5130    0.0514    1.0925    0.0056    0.8624   -0.4980    0.0013
       625         1   -0.4636    2.1712   -0.0817    0.1293   -1.5065    0.6108   -1.3972    2.1435    0.0099   -0.6033    0.3464   -0.6317
       626        -3   -0.4636    2.1712   -0.0817    0.1293   -0.0230    0.2673   -0.2041    0.3914    0.1990   -0.6033    0.3464   -0.6317
      2298        -2    0.1946    0.5004    0.0260    0.1300    0.4300   -0.2533    0.5179    0.7193    0.0056    0.7012   -0.4707    0.2003
      2297         2    0.1946    0.5004    0.0260    0.1300    0.6771   -0.4899   -0.2016    0.8597    0.0056    0.7012   -0.4707    0.2003
       998        -3   -3.3748   -2.4764   -0.1003    0.1300    0.0338    0.4466   -0.7261    0.8760    0.1990    0.4060    0.4288   -0.7713
       997         1   -3.3748   -2.4764   -0.1003    0.1300    1.4849    1.1576   -2.1593    2.8649    0.0099    0.4060    0.4288   -0.7713
      1993         1    0.4170    0.6460   -0.0658    0.1303   -0.7157   -0.5240   -0.2224    0.9145    0.0099   -0.7339   -0.2483   -0.5050
      1994        -1    0.4170    0.6460   -0.0658    0.1303   -0.7741    0.0201   -0.8027    1.1154    0.0099   -0.7339   -0.2483   -0.5050
       545         2   -1.1678   -3.3985    0.0316    0.1309   -0.0620   -0.0968   -0.0034    0.1151    0.0056   -0.3139    0.7915    0.2416
       546        -1   -1.1678   -3.3985    0.0316    0.1309   -0.4396    1.3615    0.3895    1.4828    0.0099   -0.3139    0.7915    0.2416
        95        -1   -1.7621   -2.8691   -0.0044    0.1320   -0.2956   -0.0602    0.2656    0.4021    0.0099   -0.5208    0.3319   -0.0336
        94        -1   -1.7621   -2.8691   -0.0044    0.1320   -0.6103    0.2987   -0.0207    0.6798    0.0099   -0.5208    0.3319   -0.0336
        96        -1   -1.7621   -2.8691   -0.0044    0.1320    0.1279    0.2574   -0.2951    0.4121    0.0099   -0.5208    0.3319   -0.0336
       538        -3   -1.1896   -3.4632   -0.1064    0.1323   -0.1339    0.3466   -0.4477    0.6149    0.1990   -0.4753    0.2944   -0.8047
       537         2   -1.1896   -3.4632   -0.1064    0.1323   -1.8746    0.8975   -2.9525    3.6107    0.0056   -0.4753    0.2944   -0.8047
      2009         2    0.4397    0.7220   -0.0918    0.1324   -0.2716    0.5453   -0.3606    0.7079    0.0056   -0.5509    0.3298   -0.6931
      2008         2    0.4397    0.7220   -0.0918    0.1324   -1.1009    0.2285   -1.1305    1.5944    0.0056   -0.5509    0.3298   -0.6931
      2007         1    0.4397    0.7220   -0.0918    0.1324   -0.2053    0.1709   -0.4942    0.5618    0.0099   -0.5509    0.3298   -0.6931
      2223        -2   -2.9414    2.1329   -0.0806    0.1325   -0.5366    0.1846   -1.0380    1.1830    0.0056   -0.6945    0.0320   -0.6083
      2222         1   -2.9414    2.1329   -0.0806    0.1325   -1.1029   -0.1089   -0.3979    1.1776    0.0099   -0.6945    0.0320   -0.6083
       685         2   -1.8569    2.1755   -0.0902    0.1338   -0.2517    0.1605   -0.5498    0.6257    0.0056   -0.6501   -0.0420   -0.6741
       684         1   -1.8569    2.1755   -0.0902    0.1338   -0.1026   -0.0547    0.0589    0.1307    0.0099   -0.6501   -0.0420   -0.6741
       686         1   -1.8569    2.1755   -0.0902    0.1338   -1.4005   -0.2193   -1.3288    1.9430    0.0099   -0.6501   -0.0420   -0.6741
      1564        -3   -1.0136   -1.5218    0.0767    0.1338    0.3846    0.0973    0.4684    0.6453    0.1990    0.7767    0.1300    0.5730
      1563         1   -1.0136   -1.5218    0.0767    0.1338    1.3175    0.1875    0.7875    1.5464    0.0099    0.7767    0.1300    0.5730
       905         1   -1.2848    0.5956   -0.0401    0.1345    0.2204   -0.7079   -0.3175    0.8066    0.0099   -0.1932   -0.7996   -0.2985
       906        -1   -1.2848    0.5956   -0.0401    0.1345   -0.5312   -0.5781   -0.1625    0.8018    0.0099   -0.1932   -0.7996   -0.2985
      2327         2    0.1178    0.4903   -0.0263    0.1347   -0.0487   -0.6679   -0.2238    0.7061    0.0056    0.1065   -0.5294   -0.1954
      2328         1    0.1178    0.4903   -0.0263    0.1347    0.2564    0.2312   -0.2265    0.4130    0.0099    0.1065   -0.5294   -0.1954
      2329         1    0.1178    0.4903   -0.0263    0.1347   -0.0458   -0.3682    0.1532    0.4015    0.0099    0.1065   -0.5294   -0.1954
       867         2   -0.2274   -3.8813   -0.0342    0.1348   -0.2506   -0.0419   -0.1855    0.3146    0.0056   -0.0543   -0.8067   -0.2536
       868        -1   -0.2274   -3.8813   -0.0342    0.1348    0.1657   -1.2177   -0.2104    1.2468    0.0099   -0.0543   -0.8067   -0.2536
       469        -1   -2.3606   -2.4315    0.0655    0.1357    0.0235    0.0084   -0.0238    0.0359    0.0099   -0.5482    0.6302    0.4830
       468         3   -2.3606   -2.4315    0.0655    0.1357   -1.0617    1.1851    0.9385    1.8580    0.1990   -0.5482    0.6302    0.4830
      1499        -2    0.7553   -0.4110   -0.0876    0.1360    0.0420   -0.6630   -1.2140    1.3839    0.0056    0.0551   -0.6714   -0.6440
